arm,subjectid,objectid,predicate,types,answer,correct,inputTokens,outputTokens,cost,latencyMs,error
textmap,"road_(1202153701, 1202442012)",node_1202442012,touches,LineString-Point,"(linestring,touches,point)",true,3072,526,0.005702,4466,
textmap,"road_(10292501592, 10292501600)",node_10292501592,touches,LineString-Point,"(linestring,touches,point)",true,3072,290,0.004522,3504,
textmap,"road_(5802398726, 53298971)",node_53298971,touches,LineString-Point,"(linestring,disjoint,point)",false,3072,557,0.005857,5540,
textmap,"road_(5746029991, 5746029984)",node_1942818626,touches,LineString-Point,"(linestring,disjoint,point)",false,3072,606,0.006102,5370,
textmap,"road_(53427097, 53693581)",node_53693581,touches,LineString-Point,"(linestring,touches,point)",true,3072,459,0.005367,4366,
textmap,"road_(53499590, 53654414)",node_53654414,touches,LineString-Point,"(linestring,touches,point)",true,3072,227,0.004207,3204,
textmap,node_53435228,node_53435228,equals,Point-Point,"(point,equals,point)",true,3071,130,0.003721,2342,
textmap,poi_node/10582096839,node_1221405365,disjoint,Point-Point,"(point,disjoint,point)",true,3071,214,0.004141,2866,
textmap,census_550250011012,node_3307005685,touches,Polygon-Point,"(polygon,within,point)",false,3072,505,0.005597,5095,
textmap,"road_(2859302266, 2859302267)",node_3307005685,touches,LineString-Point,"(linestring,touches,point)",true,3072,584,0.005992,5488,
textmap,"road_(6515166120, 6515166111)",node_6515166120,touches,LineString-Point,"(linestring,touches,point)",true,3072,650,0.006322,4296,
textmap,node_1345869306,poi_way/658538314,within,Point-LineString,"(point,touches,linestring)",false,3072,320,0.004672,3912,
textmap,parcel_70923173268,node_1186319946,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,365,0.004897,4227,
textmap,"road_(1201378117, 7822772115)",polygon_census_550250112021,within,LineString-Polygon,"(linestring,within,polygon)",true,3073,437,0.005258,5471,
textmap,polygon_census_550250004081,node_7806219787,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,279,0.004467,7627,
textmap,"road_(1186319946, 6289887060)",node_6289887060,touches,LineString-Point,"(linestring,touches,point)",true,3072,745,0.006797,4915,
textmap,census_550250002042,node_53435228,touches,Polygon-Point,"(polygon,within,point)",false,3072,459,0.005367,4385,
textmap,polygon_census_550250002042,node_53435228,touches,Polygon-Point,"(polygon,within,point)",false,3072,371,0.004927,4204,
textmap,node_5404689959,node_5404689959,equals,Point-Point,"(point,equals,point)",true,3071,158,0.003861,2343,
textmap,node_3210157533,census_550250002043,touches,Point-Polygon,"(point,touches,polygon)",true,3072,371,0.004927,4359,
textmap,node_3589271762,census_550250002043,within,Point-Polygon,"(point,within,polygon)",true,3072,377,0.004957,4713,
textmap,node_10289236156,census_550250002043,within,Point-Polygon,"(point,within,polygon)",true,3072,407,0.005107,4327,
textmap,census_550250006001,node_5404689959,disjoint,Polygon-Point,"(point,disjoint,polygon)",false,3072,221,0.004177,2982,
textmap,census_550250010001,node_2634569121,touches,Polygon-Point,"(polygon,contains,point)",false,3072,506,0.005602,5101,
textmap,polygon_parcel_80936110082,node_1223740908,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,330,0.004722,4431,
textmap,"road_(3949217704, 3949217472)",parcel_60801121033,touches,LineString-Polygon,"(linestring,crosses,polygon)",false,3073,378,0.004963,4438,
textmap,"line_road_(1201378117, 7822772115)",census_550250112021,within,LineString-Polygon,"(linestring,within,polygon)",true,3073,491,0.005528,5869,
textmap,"road_(3862990009, 3862990016)","road_(3863029118, 6429362846)",within,LineString-LineString,"(linestring,within,linestring)",true,3073,304,0.004593,3603,
textmap,node_9555439604,census_550250017041,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,251,0.004327,3230,
textmap,"road_(2539214368, 8113158846)",census_550250109082,within,LineString-Polygon,"(linestring,within,polygon)",true,3073,365,0.004898,4545,
textmap,poi_way/759202169,parcel_80915395018,touches,LineString-Polygon,"(linestring,overlaps,polygon)",false,3073,548,0.005813,5718,
textmap,node_7126876966,census_550250017041,within,Point-Polygon,"(point,within,polygon)",true,3072,360,0.004872,4009,
textmap,"road_(7810320765, 53470444)",parcel_80826292413,touches,LineString-Polygon,"(linestring,overlaps,polygon)",false,3073,332,0.004733,5866,
textmap,parcel_60815205139,parcel_60815234429,touches,Polygon-Polygon,"(polygon,overlaps,polygon)",false,3073,452,0.005333,5398,
textmap,"road_(3702207548, 53614878)","road_(53614878, 2614129376)",within,LineString-LineString,"(linestring,overlaps,linestring)",false,3073,360,0.004873,4104,
textmap,"road_(53388390, 3702207586)","road_(53388390, 3702207587)",within,LineString-LineString,"(linestring,within,linestring)",true,3073,299,0.004568,4636,
textmap,poi_way/682541526,poi_way/682541525,within,LineString-LineString,I need to analyze the spatial relationship between geometry ,false,3073,800,0.007073,5013,
textmap,poi_way/32075720,polygon_parcel_60815235222,touches,LineString-Polygon,"(linestring,disjoint,polygon)",false,3073,660,0.006373,6319,
textmap,"road_(53451482, 2343949504)","road_(3397691531, 53451482)",within,LineString-LineString,"(linestring,within,linestring)",true,3073,361,0.004878,4114,
textmap,census_550250111042,polygon_census_550250111042,contains,Polygon-Polygon,"(polygon,equals,polygon)",false,3073,379,0.004968,3810,
textmap,"road_(2955373063, 8008178972)",census_550250020004,within,LineString-Polygon,"(linestring,within,polygon)",true,3073,375,0.004948,4034,
textmap,"road_(6458893219, 6273095993)",poi_way/100404782,within,LineString-LineString,"(linestring,within,linestring)",true,3073,383,0.004988,4484,
textmap,"road_(53361806, 53361762)",parcel_60905452406,within,LineString-Polygon,"(linestring,within,polygon)",true,3073,403,0.005088,4389,
textmap,"road_(53723435, 9604553439)",census_550250104003,within,LineString-Polygon,"(linestring,within,polygon)",true,3073,330,0.004723,3872,
textmap,census_550250002052,"road_(3210157570, 3420919589)",contains,Polygon-LineString,"(polygon,within,linestring)",false,3073,369,0.004918,4708,
textmap,node_4191014376,census_550250111043,touches,Point-Polygon,"(point,within,polygon)",false,3072,255,0.004347,3130,
textmap,poi_way/97601631,parcel_70812101012,touches,LineString-Polygon,"(linestring,overlaps,polygon)",false,3073,653,0.006338,9714,
textmap,census_550250014013,census_550250013002,overlaps,Polygon-Polygon,"(polygon,overlaps,polygon)",true,3073,382,0.004983,4383,
textmap,node_10290406883,"road_(9142694071, 452865603)",disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,265,0.004397,3156,
textmap,"line_road_(5717831881, 2638675250)",census_550250013002,within,LineString-Polygon,"(linestring,within,polygon)",true,3073,377,0.004958,5013,
textmap,poi_node/5448561148,poi_way/102737839,disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,240,0.004272,3284,
textmap,census_550250027001,census_550250028001,touches,Polygon-Polygon,"(polygon,overlaps,polygon)",false,3073,533,0.005738,5178,
textmap,poi_node/10164179273,poi_way/592860659,disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,219,0.004167,2899,
textmap,node_7876047329,node_10580933500,equals,Point-Point,"(point,equals,point)",true,3071,131,0.003726,2196,
textmap,poi_node/10180882665,poi_way/28771816,disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,252,0.004332,4715,
textmap,node_1221340744,"road_(53616997, 53614662)",disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,229,0.004217,3039,
textmap,poi_node/3287036689,poi_way/105823616,disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,246,0.004302,3489,
textmap,census_550250111041,census_550250111043,touches,Polygon-Polygon,"(polygon,overlaps,polygon)",false,3073,639,0.006268,5576,
textmap,node_2713279437,"road_(1181085486, 2713279318)",touches,Point-LineString,"(point,touches,linestring)",true,3072,250,0.004322,3279,
textmap,poi_node/10136178828,"road_(8597134424, 5489534404)",disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,225,0.004197,3243,
textmap,node_1202442147,"road_(1202442182, 1202442147)",touches,Point-LineString,"(point,touches,linestring)",true,3072,377,0.004957,3880,
textmap,census_550259917030,census_550250015011,overlaps,Polygon-Polygon,"(polygon,overlaps,polygon)",true,3073,629,0.006218,6118,
textmap,poi_node/3522652877,"road_(7806219793, 53315276)",disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,263,0.004387,3270,
textmap,poi_node/10136178828,parcel_70913219105,touches,Point-Polygon,"(point,within,polygon)",false,3072,347,0.004807,4253,
textmap,parcel_70824407146,"road_(7806219793, 53315276)",disjoint,Polygon-LineString,"(polygon,disjoint,linestring)",true,3073,295,0.004548,3379,
textmap,poi_node/9134457468,poi_way/234811071,disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,317,0.004657,3975,
textmap,node_5489534404,"road_(8597134424, 5489534404)",touches,Point-LineString,"(point,touches,linestring)",true,3072,621,0.006177,4977,
textmap,node_2013406271,"road_(53438102, 53438009)",disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,283,0.004487,4510,
textmap,node_53330853,poi_way/396107749,disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,402,0.005082,3718,
textmap,node_3891081832,"road_(53407975, 5370968773)",disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,232,0.004232,2840,
textmap,node_2032808811,"line_road_(53576821, 3026441109)",disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,265,0.004397,3809,
textmap,node_1178748032,"road_(53483410, 53461412)",disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,236,0.004252,3188,
textmap,node_3362623422,"road_(3362623424, 53483466)",disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,230,0.004222,2941,
textmap,poi_node/6758233532,poi_way/299558320,disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,260,0.004372,3016,
textmap,node_1215695458,poi_way/106220946,disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,348,0.004812,4308,
textmap,node_1222908505,poi_way/106220946,within,Point-LineString,"(point,disjoint,linestring)",false,3072,405,0.005097,4712,
textmap,node_1247538753,node_1247538753,equals,Point-Point,"(point,equals,point)",true,3071,131,0.003726,2084,
textmap,node_8843332824,poi_way/102234782,within,Point-LineString,"(point,touches,linestring)",false,3072,366,0.004902,4465,
textmap,polygon_parcel_70921312131,parcel_70928205032,disjoint,Polygon-Polygon,"(polygon,disjoint,polygon)",true,3073,218,0.004163,2708,
textmap,node_3295625158,polygon_parcel_70920222034,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,278,0.004462,3468,
textmap,poi_node/9610173640,node_1179485808,disjoint,Point-Point,"(point,disjoint,point)",true,3071,198,0.004061,2864,
textmap,node_10290406866,node_10290406866,equals,Point-Point,"(point,equals,point)",true,3071,161,0.003876,2629,
textmap,node_1247538753,parcel_60801419363,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,277,0.004457,3328,
textmap,node_1179545595,parcel_60802305389,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,276,0.004452,3377,
textmap,node_3213373804,parcel_70826418365,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,247,0.004307,3405,
textmap,parcel_70923412202,poi_way/102652498,touches,Polygon-LineString,"(polygon,disjoint,linestring)",false,3073,605,0.006098,5971,
textmap,parcel_70923411402,poi_way/102234782,disjoint,Polygon-LineString,"(polygon,disjoint,linestring)",true,3073,461,0.005378,4639,
textmap,census_550250001001,"road_(53713763, 7809506451)",touches,Polygon-LineString,"(polygon,within,linestring)",false,3073,368,0.004913,4679,
textmap,node_7767815941,parcel_70920222240,touches,Point-Polygon,"(point,within,polygon)",false,3072,427,0.005207,5172,
textmap,node_53464061,"road_(2635548019, 3299324300)",touches,Point-LineString,"(point,touches,linestring)",true,3072,505,0.005597,4363,
textmap,node_2324400908,poi_way/37749303,within,Point-LineString,"(point,within,linestring)",true,3072,549,0.005817,4681,
textmap,node_53573609,node_53573609,equals,Point-Point,"(point,equals,point)",true,3071,131,0.003726,2463,
textmap,census_550250017041,"road_(53444048, 4091350032)",touches,Polygon-LineString,"(polygon,within,linestring)",false,3073,346,0.004803,4056,
textmap,node_6223227465,poi_way/107463322,within,Point-LineString,"(point,touches,linestring)",false,3072,359,0.004867,4831,
textmap,parcel_70920308321,census_550250003021,within,Polygon-Polygon,"(polygon,within,polygon)",true,3073,290,0.004523,4038,
textmap,census_550250004021,census_550250003021,overlaps,Polygon-Polygon,"(polygon,overlaps,polygon)",true,3073,405,0.005098,4296,
textmap,census_550250002022,"road_(3297233868, 3297233870)",touches,Polygon-LineString,"(linestring,within,polygon)",false,3073,244,0.004293,3183,
textmap,node_1764727121,census_550250002051,within,Point-Polygon,"(point,within,polygon)",true,3072,330,0.004722,3800,
textmap,node_53296808,census_550250002051,touches,Point-Polygon,"(point,within,polygon)",false,3072,243,0.004287,4505,
textmap,census_550250001002,"road_(53548961, 2623040506)",contains,Polygon-LineString,"(polygon,contains,linestring)",true,3073,358,0.004863,4895,
textmap,node_1142903722,"road_(1142903722, 3890728176)",touches,Point-LineString,"(point,touches,linestring)",true,3072,422,0.005182,4057,
textmap,node_3333086419,node_3216789385,disjoint,Point-Point,"(point,disjoint,point)",true,3071,230,0.004221,2863,
textmap,node_53551127,census_550250002051,touches,Point-Polygon,"(point,touches,polygon)",true,3072,405,0.005097,4725,
textmap,node_7216999742,poi_way/102757076,within,Point-LineString,"(point,disjoint,linestring)",false,3072,796,0.007052,6388,
textmap,node_1222782371,node_1222780871,disjoint,Point-Point,"(point,disjoint,point)",true,3071,179,0.003966,2927,
textmap,census_550250003013,census_550250003021,touches,Polygon-Polygon,"(polygon,touches,polygon)",true,3073,554,0.005843,6412,
textmap,parcel_70823304054,poi_way/26742805,disjoint,Polygon-LineString,"(polygon,disjoint,linestring)",true,3073,265,0.004398,2978,
textmap,parcel_70923166023,polygon_parcel_70923166023,contains,Polygon-Polygon,I need to analyze the spatial relationship between geometry ,false,3073,800,0.007073,4799,
textmap,node_1178690481,"road_(1178690481, 4253279986)",touches,Point-LineString,"(point,touches,linestring)",true,3072,350,0.004822,3451,
textmap,node_10575658807,poi_way/1134399582,within,Point-LineString,"(point,touches,linestring)",false,3072,332,0.004732,4679,
textmap,node_8515298377,node_6223227461,disjoint,Point-Point,"(point,disjoint,point)",true,3071,197,0.004056,3115,
textmap,node_10582096836,node_1221465813,disjoint,Point-Point,"(point,disjoint,point)",true,3071,215,0.004146,2845,
textmap,poi_node/3942801839,node_9134530147,disjoint,Point-Point,"(point,disjoint,point)",true,3071,167,0.003906,2527,
textmap,node_53568622,node_53719576,disjoint,Point-Point,"(point,disjoint,point)",true,3071,221,0.004176,3412,
textmap,node_3100649353,poi_way/101606158,within,Point-LineString,"(point,touches,linestring)",false,3072,334,0.004742,3644,
textmap,node_1239127264,node_1315814154,disjoint,Point-Point,"(point,disjoint,point)",true,3071,167,0.003906,2507,
textmap,node_3100649348,poi_way/101606158,within,Point-LineString,"(point,touches,linestring)",false,3072,390,0.005022,4139,
textmap,node_10538891725,poi_node/4127108031,disjoint,Point-Point,"(point,disjoint,point)",true,3071,278,0.004461,3118,
textmap,census_550250002043,node_53404082,touches,Polygon-Point,"(point,within,polygon)",false,3072,367,0.004907,4608,
textmap,node_3333086210,poi_node/3722180295,disjoint,Point-Point,"(point,disjoint,point)",true,3071,232,0.004231,3030,
textmap,node_1857660723,poi_node/3209759388,disjoint,Point-Point,"(point,disjoint,point)",true,3071,194,0.004041,2623,
textmap,node_1247515580,node_1237956226,disjoint,Point-Point,"(point,disjoint,point)",true,3071,202,0.004081,2680,
textmap,node_1376669247,node_5717789810,disjoint,Point-Point,"(point,disjoint,point)",true,3071,232,0.004231,2969,
textmap,node_3297233866,polygon_parcel_70824103140,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,292,0.004532,3599,
textmap,poi_node/3312441200,node_3397742253,disjoint,Point-Point,"(point,disjoint,point)",true,3071,225,0.004196,2849,
textmap,poi_node/5696998713,node_10312211930,disjoint,Point-Point,"(point,disjoint,point)",true,3071,167,0.003906,4232,
textmap,node_7806219791,poi_node/3522652877,disjoint,Point-Point,"(point,disjoint,point)",true,3071,225,0.004196,2994,
textmap,node_53464056,node_53464059,disjoint,Point-Point,"(point,disjoint,point)",true,3071,162,0.003881,3105,
textmap,node_1909162255,node_1909162255,equals,Point-Point,"(point,equals,point)",true,3071,112,0.003631,2070,
textmap,node_3101268231,node_1857601550,disjoint,Point-Point,"(point,disjoint,point)",true,3071,205,0.004096,3079,
textmap,node_1234984053,node_10286620075,disjoint,Point-Point,"(point,disjoint,point)",true,3071,253,0.004336,3042,
textmap,parcel_70824415256,poi_node/3522652877,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,313,0.004637,3943,
textmap,node_1242437289,node_1242436269,disjoint,Point-Point,"(point,disjoint,point)",true,3071,169,0.003916,3572,
textmap,node_3544943705,poi_way/100403784,within,Point-LineString,"(point,touches,linestring)",false,3072,431,0.005227,4798,
textmap,node_9134452591,node_9134452591,equals,Point-Point,"(point,equals,point)",true,3071,138,0.003761,2163,
textmap,node_1859409759,poi_way/102737830,within,Point-LineString,"(point,touches,linestring)",false,3072,282,0.004482,3908,
textmap,census_550250002012,"road_(53570049, 7806219791)",touches,Polygon-LineString,"(polygon,touches,linestring)",true,3073,399,0.005068,4884,
textmap,census_550250017043,poi_node/10607437262,contains,Polygon-Point,"(polygon,within,point)",false,3072,489,0.005517,4812,
textmap,node_1212604506,parcel_60812313629,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,270,0.004422,3554,
textmap,polygon_parcel_70920216194,parcel_70920220898,equals,Polygon-Polygon,"(polygon,contains,polygon)",false,3073,643,0.006288,5367,
textmap,node_6090145357,parcel_70920218158,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,244,0.004292,3171,
textmap,census_550259917030,node_5370926463,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,480,0.005472,4878,
textmap,census_550250004101,poi_node/2379385287,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,335,0.004747,3889,
textmap,node_5371101442,parcel_70914406016,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,272,0.004432,3190,
textmap,node_1179459768,node_1179459768,equals,Point-Point,"(point,equals,point)",true,3071,138,0.003761,3934,
textmap,parcel_70823109058,parcel_70823205236,disjoint,Polygon-Polygon,"(polygon,disjoint,polygon)",true,3073,328,0.004713,4314,
textmap,node_3400637405,node_3400637405,equals,Point-Point,"(point,equals,point)",true,3071,131,0.003726,4871,
textmap,node_3456810260,parcel_70824408095,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,240,0.004272,3172,
textmap,node_7126876966,poi_way/102893567,within,Point-LineString,"(point,touches,linestring)",false,3072,354,0.004842,3878,
textmap,parcel_70920216285,polygon_parcel_70920216194,equals,Polygon-Polygon,"(polygon,contains,polygon)",false,3073,791,0.007028,5583,
textmap,polygon_census_550250016032,poi_way/886357869,contains,Polygon-LineString,"(polygon,contains,linestring)",true,3073,435,0.005248,4542,
textmap,census_550250026032,"road_(1221418870, 1221416563)",contains,Polygon-LineString,"(linestring,within,polygon)",false,3073,340,0.004773,4043,
textmap,census_550250002021,node_53459628,touches,Polygon-Point,"(polygon,within,point)",false,3072,479,0.005467,5051,
textmap,node_3335326249,parcel_70824407229,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,298,0.004562,3405,
textmap,node_3455066520,parcel_70929105207,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,255,0.004347,3023,
textmap,node_8428066897,parcel_70813314055,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,288,0.004512,3140,
textmap,poi_node/4638859655,census_550250107012,within,Point-Polygon,"(point,within,polygon)",true,3072,379,0.004967,4293,
textmap,parcel_70929201203,parcel_70929105207,disjoint,Polygon-Polygon,"(polygon,disjoint,polygon)",true,3073,426,0.005203,3440,
textmap,node_10264244047,census_550250107012,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,287,0.004507,4821,
textmap,node_3591044858,parcel_70814420281,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,283,0.004487,3904,
textmap,node_53709066,parcel_70823122042,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,325,0.004697,3785,
textmap,node_3423900539,parcel_70929117111,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,222,0.004182,2784,
textmap,parcel_70823205236,parcel_70823122042,touches,Polygon-Polygon,"(polygon,touches,polygon)",true,3073,518,0.005663,4579,
textmap,parcel_70814428136,polygon_parcel_70814421148,contains,Polygon-Polygon,"(polygon,overlaps,polygon)",false,3073,466,0.005403,4499,
textmap,parcel_70823121325,parcel_70823122042,touches,Polygon-Polygon,"(polygon,overlaps,polygon)",false,3073,550,0.005823,5211,
textmap,node_53598392,parcel_70813330150,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,307,0.004607,3777,
textmap,parcel_70814202233,parcel_70814428061,disjoint,Polygon-Polygon,"(polygon,disjoint,polygon)",true,3073,380,0.004973,4302,
textmap,node_53709066,parcel_70814421221,touches,Point-Polygon,"(point,within,polygon)",false,3072,564,0.005892,5000,
textmap,node_53477250,node_53477250,equals,Point-Point,"(point,equals,point)",true,3071,138,0.003761,2228,
textmap,node_1202442182,parcel_60802305173,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,309,0.004617,4362,
textmap,node_3233234150,"road_(10108049641, 3233234150)",touches,Point-LineString,"(point,touches,linestring)",true,3072,274,0.004442,3371,
textmap,polygon_parcel_70920216194,parcel_70920216194,equals,Polygon-Polygon,"(polygon,equals,polygon)",true,3073,407,0.005108,3549,
textmap,node_3399246912,"road_(53673607, 53663249)",within,Point-LineString,"(point,touches,linestring)",false,3072,399,0.005067,4720,
textmap,census_550250002022,parcel_70824411171,contains,Polygon-Polygon,"(polygon,contains,polygon)",true,3073,321,0.004678,3930,
textmap,parcel_70919109186,polygon_parcel_70919109186,equals,Polygon-Polygon,"(polygon,equals,polygon)",true,3073,388,0.005013,3785,
textmap,census_550250002011,polygon_parcel_70919109186,contains,Polygon-Polygon,"(polygon,within,polygon)",false,3073,329,0.004718,4697,
textmap,parcel_70918223044,parcel_70918201115,disjoint,Polygon-Polygon,"(polygon,disjoint,polygon)",true,3073,308,0.004613,3588,
textmap,parcel_70920106254,polygon_parcel_70920106254,equals,Polygon-Polygon,"(polygon,equals,polygon)",true,3073,209,0.004118,2898,
textmap,parcel_60811202162,parcel_60811204027,disjoint,Polygon-Polygon,"(polygon,disjoint,polygon)",true,3073,233,0.004238,2920,
textmap,node_3455066256,polygon_census_550250004022,touches,Point-Polygon,"(point,disjoint,polygon)",false,3072,394,0.005042,4315,
textmap,node_1215434531,node_1215434531,equals,Point-Point,"(point,equals,point)",true,3071,119,0.003666,2135,
textmap,parcel_60812105141,node_1238042875,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,338,0.004762,3643,
textmap,polygon_parcel_71020309235,parcel_71020309235,overlaps,Polygon-Polygon,"(polygon,equals,polygon)",false,3073,363,0.004888,3439,
textmap,polygon_parcel_60802305173,node_3438080351,touches,Polygon-Point,"(polygon,within,point)",false,3072,326,0.004702,3765,
textmap,parcel_70919227011,parcel_70919228754,touches,Polygon-Polygon,"(polygon,overlaps,polygon)",false,3073,643,0.006288,6241,
textmap,census_550250001001,parcel_70812468522,contains,Polygon-Polygon,"(polygon,contains,polygon)",true,3073,380,0.004973,4754,
textmap,node_1916494089,node_1916494089,equals,Point-Point,"(point,equals,point)",true,3071,131,0.003726,2193,
textmap,poi_node/10180980781,poi_node/10180980781,equals,Point-Point,"(point,equals,point)",true,3071,143,0.003786,2344,
textmap,node_10763878260,node_10763878260,equals,Point-Point,"(point,equals,point)",true,3071,132,0.003731,2200,
textmap,census_550250107025,parcel_60907200462,contains,Polygon-Polygon,"(polygon,within,polygon)",false,3073,663,0.006388,5298,
textmap,node_5451654729,node_5451654729,equals,Point-Point,"(point,equals,point)",true,3071,138,0.003761,1996,
textmap,node_2988966689,node_2988966689,equals,Point-Point,"(point,equals,point)",true,3071,112,0.003631,2043,
textmap,census_550250016064,census_550250016052,overlaps,Polygon-Polygon,"(polygon,overlaps,polygon)",true,3073,500,0.005573,4944,
textmap,node_10587274591,node_10587274503,equals,Point-Point,"(point,equals,point)",true,3071,128,0.003711,2127,
textmap,census_550250114052,parcel_81023306237,contains,Polygon-Polygon,"(polygon,contains,polygon)",true,3073,463,0.005388,5399,
textmap,node_2558460917,node_2558460917,equals,Point-Point,"(point,equals,point)",true,3071,131,0.003726,2038,
textmap,node_1215434531,"road_(1215434531, 1215434551)",touches,Point-LineString,"(point,touches,linestring)",true,3072,642,0.006282,4865,
textmap,node_10689877490,node_10689877491,equals,Point-Point,"(point,equals,point)",true,3071,131,0.003726,2361,
textmap,node_8805215062,node_8805215062,equals,Point-Point,"(point,equals,point)",true,3071,115,0.003646,2105,
textmap,node_3397728302,node_3397728302,equals,Point-Point,"(point,equals,point)",true,3071,129,0.003716,2140,
textmap,census_550250015022,"road_(1215434531, 1215434551)",contains,Polygon-LineString,"(polygon,overlaps,linestring)",false,3073,416,0.005153,5193,
textmap,node_1316395561,node_1316395561,equals,Point-Point,"(point,equals,point)",true,3071,129,0.003716,2495,
textmap,census_550250011021,node_5451654729,contains,Polygon-Point,"(point,within,polygon)",false,3072,261,0.004377,3544,
textmap,node_1238016572,node_1238016572,equals,Point-Point,"(point,equals,point)",true,3071,115,0.003646,2120,
textmap,node_5404689959,"road_(5404689959, 5390966832)",touches,Point-LineString,"(point,touches,linestring)",true,3072,255,0.004347,3666,
textmap,census_550250107023,node_1316395561,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,332,0.004732,4323,
textmap,parcel_70823307107,poi_node/3977248474,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,269,0.004417,3623,
textmap,node_8008178947,"road_(10130747378, 53537030)",touches,Point-LineString,"(point,touches,linestring)",true,3072,527,0.005707,4350,
textmap,polygon_census_550250004021,node_3456680912,contains,Polygon-Point,"(point,within,polygon)",false,3072,282,0.004482,3631,
textmap,census_550250004061,node_3436544279,contains,Polygon-Point,"(point,within,polygon)",false,3072,271,0.004427,3529,
textmap,census_550250002022,poi_node/3722176853,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,460,0.005372,4635,
textmap,parcel_70929202037,node_6268223196,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,210,0.004122,3463,
textmap,parcel_70920306010,node_6268223196,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,371,0.004927,4147,
textmap,node_53412778,"road_(1142903920, 53412778)",touches,Point-LineString,"(point,touches,linestring)",true,3072,268,0.004412,3215,
textmap,node_53554297,"road_(7786784183, 53554297)",touches,Point-LineString,"(point,touches,linestring)",true,3072,394,0.005042,4237,
textmap,node_6699174745,poi_way/105561669,within,Point-LineString,"(point,touches,linestring)",false,3072,523,0.005687,6091,
textmap,census_550250029001,node_6209001226,contains,Polygon-Point,"(polygon,contains,point)",true,3072,365,0.004897,4646,
textmap,census_550250112023,parcel_80916341980,contains,Polygon-Polygon,"(polygon,within,polygon)",false,3073,458,0.005363,5376,
textmap,node_10764322280,"road_(10764322280, 6861907132)",touches,Point-LineString,"(point,disjoint,linestring)",false,3072,237,0.004257,2881,
textmap,census_550250010001,node_53617169,touches,Polygon-Point,"(polygon,within,point)",false,3072,599,0.006067,5724,
textmap,node_53551722,census_550250022001,within,Point-Polygon,"(point,within,polygon)",true,3072,276,0.004452,3540,
textmap,node_1706427666,poi_way/158450282,within,Point-LineString,"(point,disjoint,linestring)",false,3072,546,0.005802,5617,
textmap,node_10616595563,"road_(10616595563, 53309528)",touches,Point-LineString,"(point,touches,linestring)",true,3072,337,0.004757,3374,
textmap,node_53309528,"road_(10616595563, 53309528)",touches,Point-LineString,"(point,touches,linestring)",true,3072,264,0.004392,3232,
