objectid,geometry,subjectid,geometry_subject,geom_type_subject,geom_type,predicate,pid,relate,idx
polygon_parcel_71005146724,"POLYGON ((-89.3351 43.1015, -89.3351 43.1018, -89.3347 43.10172, -89.3346 43.1017, -89.3346 43.1015, -89.3351 43.1015))",parcel_71005123070,"POLYGON ((-89.3342 43.1049, -89.3337 43.1049, -89.3337 43.1048, -89.3342 43.1048, -89.3342 43.1049))",Polygon,Polygon,disjoint,,FF2FF1212,74
parcel_70814205154,"POLYGON ((-89.5143 43.0828, -89.5139 43.0827, -89.514 43.0824, -89.5145 43.0826, -89.5143 43.0828))",parcel_70814305144,"POLYGON ((-89.5158 43.0798, -89.5155 43.0798, -89.5155 43.0794, -89.5158 43.0795, -89.5158 43.0798))",Polygon,Polygon,disjoint,,FF2FF1212,75
parcel_60802309068,"POLYGON ((-89.5156 43.0214, -89.5155 43.0211, -89.5157 43.021, -89.5158 43.0214, -89.5156 43.0214))",parcel_60802302129,"POLYGON ((-89.5156 43.0185, -89.5153 43.0188, -89.5151 43.0188, -89.5151 43.0184, -89.5155 43.0184, -89.5156 43.0185))",Polygon,Polygon,disjoint,,FF2FF1212,76
parcel_60801212204,"POLYGON ((-89.5016 43.0261, -89.5011 43.0266, -89.5007 43.0261, -89.5008 43.026, -89.5011 43.0261, -89.5016 43.0261))",parcel_60801212444,"POLYGON ((-89.5026 43.0273, -89.5024 43.0273, -89.5024 43.027, -89.5026 43.027, -89.5026 43.0273))",Polygon,Polygon,disjoint,,FF2FF1212,77
parcel_60811419048,"POLYGON ((-89.5059 43.0052, -89.5057 43.0052, -89.5057 43.0049, -89.5059 43.0049, -89.5059 43.0052))",parcel_60811409023,"POLYGON ((-89.511 43.0042, -89.5108 43.0041, -89.511 43.0038, -89.5112 43.0039, -89.511 43.0042))",Polygon,Polygon,disjoint,,FF2FF1212,78
census_550250005013,"POLYGON ((-89.4831 43.0319, -89.4734 43.0319, -89.4728 43.0268, -89.4752 43.0269, -89.4752 43.026, -89.4803 43.0261, -89.4806 43.028, -89.4843 43.03, -89.4833 43.0307, -89.4831 43.0319))",parcel_60801121033,"POLYGON ((-89.4878 43.026, -89.488 43.0257, -89.4882 43.0257, -89.4882 43.0261, -89.4878 43.026))",Polygon,Polygon,disjoint,,FF2FF1212,79
parcel_70823209171,"POLYGON ((-89.5143 43.0683, -89.5137 43.0683, -89.5134 43.0678, -89.5137 43.0678, -89.5143 43.0682, -89.5143 43.0683))",parcel_70823210566,"POLYGON ((-89.5165 43.0687, -89.5165 43.0684, -89.5168 43.0684, -89.5168 43.0687, -89.5165 43.0687))",Polygon,Polygon,disjoint,,FF2FF1212,80
parcel_70919104194,"POLYGON ((-89.466 43.0703, -89.4662 43.0702, -89.4665 43.0701, -89.4665 43.0705, -89.466 43.0703))",parcel_70919107403,"POLYGON ((-89.4685 43.0736, -89.4686 43.0734, -89.4689 43.0734, -89.4689 43.0736, -89.4685 43.0736))",Polygon,Polygon,disjoint,,FF2FF1212,81
parcel_60809106672,"POLYGON ((-89.5455 43.0152, -89.5453 43.0149, -89.5454 43.0148, -89.5458 43.0149, -89.5455 43.0152))",parcel_60809103012,"POLYGON ((-89.5469 43.0159, -89.5464 43.016, -89.5464 43.0156, -89.547 43.0157, -89.5469 43.0159))",Polygon,Polygon,disjoint,,FF2FF1212,82
parcel_70929104291,"POLYGON ((-89.4531 43.0607, -89.4528 43.0607, -89.4528 43.0604, -89.453 43.0604, -89.4531 43.0607))",polygon_parcel_70929202037,"POLYGON ((-89.4574 43.0604, -89.4574 43.0608, -89.45716 43.0608, -89.4571 43.0608, -89.4571 43.0604, -89.4574 43.0604))",Polygon,Polygon,disjoint,,FF2FF1212,83
parcel_70813310053,"POLYGON ((-89.5022 43.0765, -89.5013 43.0764, -89.5003 43.0758, -89.5008 43.0754, -89.5016 43.0753, -89.5023 43.0753, -89.5022 43.0765))",census_550250002042,"POLYGON ((-89.5075 43.0752, -89.5104 43.0722, -89.5104 43.0704, -89.5086 43.0684, -89.5078 43.0607, -89.5127 43.0606, -89.5126 43.0641, -89.5174 43.0641, -89.5176 43.0686, -89.5201 43.0701, -89.5205 43.0713, -89.5186 43.075, -89.5075 43.0752))",Polygon,Polygon,disjoint,,FF2FF1212,84
parcel_70814419078,"POLYGON ((-89.5134 43.0772, -89.5116 43.077, -89.5107 43.0763, -89.51 43.0752, -89.5139 43.0752, -89.5139 43.076, -89.5134 43.0772))",parcel_70823113166,"POLYGON ((-89.5082 43.0716, -89.508 43.0712, -89.5083 43.0711, -89.5086 43.0714, -89.5082 43.0716))",Polygon,Polygon,disjoint,,FF2FF1212,85
polygon_parcel_081034324111,"POLYGON ((-89.2978 43.1105, -89.2978 43.1111, -89.29716 43.11102, -89.297 43.111, -89.297 43.1104, -89.2978 43.1105))",parcel_081034206111,"POLYGON ((-89.2967 43.1148, -89.2967 43.1145, -89.2972 43.1144, -89.2972 43.1146, -89.2967 43.1148))",Polygon,Polygon,disjoint,,FF2FF1212,86
parcel_70918319249,"POLYGON ((-89.4758 43.0764, -89.4761 43.0767, -89.4758 43.0771, -89.4751 43.0771, -89.475 43.0774, -89.4743 43.0774, -89.4743 43.0777, -89.4735 43.0778, -89.4735 43.075, -89.4759 43.0763, -89.4758 43.0764))",parcel_70919110456,"POLYGON ((-89.4716 43.0716, -89.4716 43.0711, -89.4719 43.0711, -89.4719 43.0716, -89.4716 43.0716))",Polygon,Polygon,disjoint,,FF2FF1212,87
parcel_60802103030,"POLYGON ((-89.5061 43.0264, -89.506 43.026, -89.5063 43.026, -89.5064 43.0263, -89.5061 43.0264))",parcel_60802110051,"POLYGON ((-89.5066 43.0284, -89.5062 43.0281, -89.5064 43.028, -89.5068 43.0282, -89.5066 43.0284))",Polygon,Polygon,disjoint,,FF2FF1212,88
polygon_parcel_70923309128,"POLYGON ((-89.4039 43.0624, -89.4036 43.0624, -89.4036 43.06232, -89.4036 43.0623, -89.4039 43.0623, -89.4039 43.0624))",polygon_parcel_70922421105,"POLYGON ((-89.4053 43.0647, -89.4051 43.0647, -89.4051 43.06438, -89.4051 43.0643, -89.4053 43.0643, -89.4053 43.0647))",Polygon,Polygon,disjoint,,FF2FF1212,89
parcel_081034406076,"POLYGON ((-89.2894 43.112, -89.2893 43.1119, -89.2894 43.1116, -89.2896 43.1117, -89.2894 43.112))",parcel_081034416091,"POLYGON ((-89.2888 43.1121, -89.2885 43.112, -89.2886 43.1118, -89.2889 43.1119, -89.2888 43.1121))",Polygon,Polygon,disjoint,,FF2FF1212,90
parcel_70918319356,"POLYGON ((-89.4758 43.0764, -89.4761 43.0767, -89.4758 43.0771, -89.4751 43.0771, -89.475 43.0774, -89.4743 43.0774, -89.4743 43.0777, -89.4735 43.0778, -89.4735 43.075, -89.4759 43.0763, -89.4758 43.0764))",parcel_70918311112,"POLYGON ((-89.4782 43.0778, -89.4784 43.0775, -89.4787 43.0775, -89.4787 43.0778, -89.4782 43.0778))",Polygon,Polygon,disjoint,,FF2FF1212,91
parcel_60811432066,"POLYGON ((-89.5081 43.0042, -89.5081 43.0041, -89.5084 43.0041, -89.5083 43.0042, -89.5081 43.0042))",parcel_60811419048,"POLYGON ((-89.5059 43.0052, -89.5057 43.0052, -89.5057 43.0049, -89.5059 43.0049, -89.5059 43.0052))",Polygon,Polygon,disjoint,,FF2FF1212,92
parcel_70918201074,"POLYGON ((-89.4786 43.0894, -89.4785 43.0891, -89.4788 43.0891, -89.479 43.0894, -89.4786 43.0894))",parcel_70918212120,"POLYGON ((-89.4747 43.0861, -89.4747 43.0858, -89.4748 43.0857, -89.475 43.086, -89.4747 43.0861))",Polygon,Polygon,disjoint,,FF2FF1212,93
parcel_70813304311,"POLYGON ((-89.5008 43.0779, -89.5005 43.0777, -89.5007 43.0774, -89.5011 43.0776, -89.5008 43.0779))",parcel_70813329129,"POLYGON ((-89.5022 43.081, -89.5011 43.0815, -89.5012 43.0805, -89.5022 43.0805, -89.5022 43.081))",Polygon,Polygon,disjoint,,FF2FF1212,94
parcel_70919305180,"POLYGON ((-89.4744 43.0658, -89.4743 43.0656, -89.4745 43.0655, -89.4747 43.0658, -89.4744 43.0658))",parcel_70919112098,"POLYGON ((-89.4726 43.0692, -89.4726 43.0688, -89.4729 43.0688, -89.4729 43.0692, -89.4726 43.0692))",Polygon,Polygon,disjoint,,FF2FF1212,95
parcel_70929419129,"POLYGON ((-89.4468 43.0498, -89.4464 43.0498, -89.4464 43.0495, -89.4468 43.0495, -89.4468 43.0498))",census_550250007001,"POLYGON ((-89.4363 43.0516, -89.4375 43.0494, -89.4438 43.0439, -89.4464 43.0457, -89.4512 43.0462, -89.4433 43.0511, -89.4363 43.0516))",Polygon,Polygon,disjoint,,FF2FF1212,96
parcel_70814411016,"POLYGON ((-89.5044 43.0767, -89.5049 43.0768, -89.5044 43.0768, -89.5045 43.0773, -89.5042 43.077, -89.5035 43.0773, -89.5034 43.0772, -89.5038 43.077, -89.5035 43.0767, -89.5037 43.0766, -89.504 43.077, -89.5044 43.0767))",parcel_70823109058,"POLYGON ((-89.5074 43.075, -89.505 43.075, -89.5052 43.0746, -89.5073 43.0747, -89.5074 43.075))",Polygon,Polygon,disjoint,,FF2FF1212,97
polygon_parcel_70833410122,"POLYGON ((-89.5468 43.0319, -89.5478 43.0319, -89.5478 43.03302, -89.5478 43.0333, -89.5448 43.0344, -89.5443 43.0339, -89.545 43.0326, -89.5451 43.0314, -89.5468 43.0314, -89.5468 43.0319))",polygon_parcel_70834307146,"POLYGON ((-89.5393 43.0354, -89.5389 43.0355, -89.5389 43.03502, -89.5389 43.0349, -89.5393 43.0349, -89.5393 43.0354))",Polygon,Polygon,disjoint,,FF2FF1212,98
polygon_parcel_70929416117,"POLYGON ((-89.4543 43.0485, -89.4543 43.0488, -89.4539 43.0488, -89.4538 43.0488, -89.4538 43.0485, -89.4543 43.0485))",parcel_70929218042,"POLYGON ((-89.4543 43.0548, -89.4538 43.0548, -89.4538 43.0547, -89.4543 43.0547, -89.4543 43.0548))",Polygon,Polygon,disjoint,,FF2FF1212,99
parcel_70812347445,"POLYGON ((-89.5009 43.093, -89.5007 43.0927, -89.501 43.0926, -89.5012 43.093, -89.5009 43.093))",polygon_parcel_70812368548,"POLYGON ((-89.497 43.0911, -89.4972 43.0912, -89.49672 43.0912, -89.4966 43.0912, -89.4967 43.0909, -89.497 43.0911))",Polygon,Polygon,disjoint,,FF2FF1212,100
parcel_70920419045,"POLYGON ((-89.4537 43.0675, -89.4537 43.0672, -89.4543 43.0671, -89.4544 43.0674, -89.4537 43.0675))",polygon_parcel_70920308248,"POLYGON ((-89.4573 43.0624, -89.4573 43.0626, -89.45698 43.0626, -89.4569 43.0626, -89.4569 43.0624, -89.4573 43.0624))",Polygon,Polygon,disjoint,,FF2FF1212,101
parcel_70813328238,"POLYGON ((-89.4942 43.079, -89.4938 43.0792, -89.4937 43.0788, -89.4942 43.0788, -89.4942 43.079))",parcel_70813403163,"POLYGON ((-89.4904 43.079, -89.4902 43.0788, -89.4906 43.0785, -89.491 43.0788, -89.4904 43.079))",Polygon,Polygon,disjoint,,FF2FF1212,102
parcel_60802402242,"POLYGON ((-89.5056 43.0193, -89.5051 43.0193, -89.5051 43.0191, -89.5056 43.0191, -89.5056 43.0193))",parcel_60802106240,"POLYGON ((-89.5048 43.0251, -89.5044 43.0251, -89.5044 43.0249, -89.5048 43.0249, -89.5048 43.0251))",Polygon,Polygon,disjoint,,FF2FF1212,103
parcel_60801312286,"POLYGON ((-89.4968 43.0226, -89.4964 43.0226, -89.4964 43.0224, -89.4968 43.0224, -89.4968 43.0226))",parcel_60801401253,"POLYGON ((-89.4938 43.0218, -89.4932 43.0218, -89.4934 43.0215, -89.4938 43.0216, -89.4938 43.0218))",Polygon,Polygon,disjoint,,FF2FF1212,104
parcel_70933206091,"POLYGON ((-89.4417 43.0405, -89.4414 43.0404, -89.4414 43.04, -89.4417 43.04, -89.4417 43.0405))",parcel_70933202122,"POLYGON ((-89.441 43.0441, -89.4411 43.044, -89.4415 43.0441, -89.441 43.0441))",Polygon,Polygon,disjoint,,FF2FF1212,105
parcel_70919207047,"POLYGON ((-89.474 43.0715, -89.474 43.0712, -89.4742 43.0712, -89.4742 43.0715, -89.474 43.0715))",parcel_70919109186,"POLYGON ((-89.4704 43.0722, -89.4704 43.072, -89.4712 43.0719, -89.4712 43.0722, -89.4704 43.0722))",Polygon,Polygon,disjoint,,FF2FF1212,106
parcel_80925117859,"POLYGON ((-89.3678 43.1461, -89.3667 43.147, -89.3662 43.1467, -89.3657 43.147, -89.3646 43.147, -89.3645 43.1474, -89.3631 43.1473, -89.3631 43.1447, -89.3666 43.1454, -89.3678 43.1461))",census_550250024022,"POLYGON ((-89.3631 43.1408, -89.3635 43.1306, -89.3769 43.1362, -89.3768 43.141, -89.3631 43.1408))",Polygon,Polygon,disjoint,,FF2FF1212,107
parcel_60801226304,"POLYGON ((-89.5036 43.0316, -89.5021 43.0315, -89.5021 43.0309, -89.5028 43.0298, -89.5036 43.03, -89.5036 43.0316))",parcel_60801212212,"POLYGON ((-89.5016 43.0261, -89.5008 43.026, -89.501 43.0257, -89.5014 43.026, -89.5016 43.0261))",Polygon,Polygon,disjoint,,FF2FF1212,108
parcel_70814416066,"POLYGON ((-89.5064 43.0793, -89.5064 43.0792, -89.5069 43.0791, -89.5069 43.0793, -89.5064 43.0793))",parcel_70814411016,"POLYGON ((-89.5044 43.0767, -89.5049 43.0768, -89.5044 43.0768, -89.5045 43.0773, -89.5042 43.077, -89.5035 43.0773, -89.5034 43.0772, -89.5038 43.077, -89.5035 43.0767, -89.5037 43.0766, -89.504 43.077, -89.5044 43.0767))",Polygon,Polygon,disjoint,,FF2FF1212,109
parcel_60801411161,"POLYGON ((-89.4897 43.018, -89.4893 43.0177, -89.4894 43.0175, -89.4899 43.0177, -89.4897 43.018))",parcel_60801402045,"POLYGON ((-89.489 43.0225, -89.4891 43.0223, -89.4895 43.0223, -89.4895 43.0225, -89.489 43.0225))",Polygon,Polygon,disjoint,,FF2FF1212,110
polygon_parcel_60811411060,"POLYGON ((-89.513 43.0027, -89.513 43.0031, -89.51284 43.0031, -89.5128 43.0031, -89.5128 43.0027, -89.513 43.0027))",parcel_60811413032,"POLYGON ((-89.5093 43.0032, -89.5089 43.0031, -89.5094 43.0031, -89.5093 43.0032))",Polygon,Polygon,disjoint,,FF2FF1212,111
polygon_parcel_70813331108,"POLYGON ((-89.4964 43.0776, -89.4964 43.0786, -89.49688 43.07884, -89.497 43.0789, -89.4981 43.0789, -89.4984 43.0791, -89.497 43.0792, -89.4966 43.0794, -89.4949 43.0794, -89.495 43.0779, -89.4964 43.0776))",parcel_70813326034,"POLYGON ((-89.4932 43.0778, -89.493 43.0779, -89.4925 43.0777, -89.4925 43.0774, -89.4928 43.0774, -89.4932 43.0778))",Polygon,Polygon,disjoint,,FF2FF1212,112
polygon_parcel_80925402060,"POLYGON ((-89.3681 43.1428, -89.368 43.143, -89.3676 43.14284, -89.3675 43.1428, -89.3676 43.1426, -89.3681 43.1428))",census_550250024011,"POLYGON ((-89.3755 43.1483, -89.375 43.1455, -89.3705 43.1449, -89.3723 43.1438, -89.3724 43.141, -89.3829 43.141, -89.3829 43.1419, -89.3822 43.1483, -89.3755 43.1483))",Polygon,Polygon,disjoint,,FF2FF1212,113
polygon_parcel_60801212444,"POLYGON ((-89.5026 43.027, -89.5026 43.0273, -89.50244 43.0273, -89.5024 43.0273, -89.5024 43.027, -89.5026 43.027))",parcel_60801226213,"POLYGON ((-89.5036 43.0316, -89.5021 43.0315, -89.5021 43.0309, -89.5028 43.0298, -89.5036 43.03, -89.5036 43.0316))",Polygon,Polygon,disjoint,,FF2FF1212,114
parcel_70923160059,"POLYGON ((-89.3887 43.0727, -89.3889 43.0729, -89.3888 43.073, -89.3881 43.0725, -89.3889 43.072, -89.3892 43.0723, -89.3887 43.0727))",parcel_70923158088,"POLYGON ((-89.3885 43.0714, -89.3878 43.0709, -89.388 43.0708, -89.3886 43.0713, -89.3885 43.0714))",Polygon,Polygon,disjoint,,FF2FF1212,115
parcel_60812222028,"POLYGON ((-89.4991 43.0121, -89.4992 43.0117, -89.5004 43.0117, -89.5008 43.0115, -89.5014 43.0121, -89.4991 43.0121))",parcel_60811117056,"POLYGON ((-89.5049 43.0127, -89.5048 43.0125, -89.506 43.0113, -89.5066 43.0122, -89.5049 43.0127))",Polygon,Polygon,disjoint,,FF2FF1212,116
parcel_70814404029,"POLYGON ((-89.5079 43.0799, -89.5078 43.0795, -89.508 43.0794, -89.5083 43.0796, -89.5079 43.0799))",parcel_70814421164,"POLYGON ((-89.5134 43.0772, -89.5116 43.077, -89.5107 43.0763, -89.51 43.0752, -89.5139 43.0752, -89.5139 43.076, -89.5134 43.0772))",Polygon,Polygon,disjoint,,FF2FF1212,117
polygon_parcel_70923164506,"POLYGON ((-89.3879 43.0723, -89.3887 43.0717, -89.389 43.07195, -89.3893 43.0722, -89.3895 43.072, -89.3898 43.0722, -89.3889 43.0729, -89.38876 43.07276, -89.3887 43.0727, -89.3892 43.0723, -89.3889 43.072, -89.3881 43.0725, -89.3879 43.0723))",census_550250017043,"POLYGON ((-89.3852 43.0755, -89.384 43.0762, -89.3821 43.0747, -89.384 43.0732, -89.3853 43.0739, -89.3871 43.0726, -89.3891 43.0741, -89.3909 43.0728, -89.3917 43.0735, -89.387 43.0769, -89.3852 43.0755))",Polygon,Polygon,disjoint,,FF2FF1212,118
parcel_70824209055,"POLYGON ((-89.4956 43.0692, -89.4956 43.0688, -89.496 43.0688, -89.4961 43.069, -89.4956 43.0692))",parcel_70824103140,"POLYGON ((-89.4907 43.0729, -89.4902 43.0728, -89.4903 43.0726, -89.4907 43.0726, -89.4907 43.0729))",Polygon,Polygon,disjoint,,FF2FF1212,119
census_550250018022,"POLYGON ((-89.3762 43.0844, -89.3816 43.0807, -89.3826 43.0821, -89.3785 43.0862, -89.3762 43.0844))",parcel_70913330208,"POLYGON ((-89.3827 43.0765, -89.3824 43.0762, -89.3827 43.076, -89.3831 43.0762, -89.3827 43.0765))",Polygon,Polygon,disjoint,,FF2FF1212,120
parcel_70923147370,"POLYGON ((-89.3887 43.0727, -89.3889 43.0729, -89.3888 43.073, -89.3881 43.0725, -89.3889 43.072, -89.3892 43.0723, -89.3887 43.0727))",census_550250016061,"POLYGON ((-89.3917 43.0735, -89.3909 43.0728, -89.3938 43.0708, -89.3959 43.0709, -89.3959 43.072, -89.3938 43.0721, -89.3917 43.0735))",Polygon,Polygon,disjoint,,FF2FF1212,121
parcel_60802304216,"POLYGON ((-89.5164 43.0206, -89.5162 43.0207, -89.5159 43.0204, -89.5161 43.0203, -89.5162 43.0205, -89.5164 43.0206))",parcel_60802422018,"POLYGON ((-89.5106 43.0226, -89.5101 43.0225, -89.5103 43.0222, -89.5106 43.0222, -89.5106 43.0226))",Polygon,Polygon,disjoint,,FF2FF1212,122
parcel_70917447237,"POLYGON ((-89.452 43.0759, -89.4516 43.0759, -89.4516 43.0758, -89.452 43.0758, -89.452 43.0759))",parcel_70920218158,"POLYGON ((-89.4566 43.0737, -89.4566 43.0741, -89.4556 43.0741, -89.4558 43.0733, -89.456 43.0733, -89.4562 43.0738, -89.4566 43.0737))",Polygon,Polygon,disjoint,,FF2FF1212,123
parcel_60801312351,"POLYGON ((-89.4976 43.0213, -89.4972 43.0211, -89.4973 43.0209, -89.4977 43.0211, -89.4976 43.0213))",parcel_60801401253,"POLYGON ((-89.4938 43.0218, -89.4932 43.0218, -89.4934 43.0215, -89.4938 43.0216, -89.4938 43.0218))",Polygon,Polygon,disjoint,,FF2FF1212,124
parcel_70814403039,"POLYGON ((-89.5109 43.0778, -89.5106 43.0776, -89.5107 43.0774, -89.5111 43.0775, -89.5109 43.0778))",parcel_70823121193,"POLYGON ((-89.5124 43.0749, -89.5114 43.075, -89.5113 43.0732, -89.5124 43.0735, -89.5124 43.0749))",Polygon,Polygon,disjoint,,FF2FF1212,125
polygon_census_550250016032,"POLYGON ((-89.3933 43.0748, -89.3926 43.0742, -89.3941 43.0732, -89.39674 43.0732, -89.3974 43.0732, -89.3974 43.0749, -89.3933 43.0748))",parcel_70923156909,"POLYGON ((-89.3874 43.0714, -89.3875 43.0715, -89.3873 43.0716, -89.3868 43.0713, -89.3877 43.0707, -89.388 43.071, -89.3874 43.0714))",Polygon,Polygon,disjoint,,FF2FF1212,126
census_550250030022,"POLYGON ((-89.3006 43.1057, -89.3003 43.1041, -89.3015 43.1035, -89.3016 43.0988, -89.3165 43.0983, -89.3168 43.1011, -89.3167 43.1065, -89.3006 43.1057))",parcel_081034324161,"POLYGON ((-89.2978 43.1111, -89.297 43.111, -89.297 43.1104, -89.2978 43.1105, -89.2978 43.1111))",Polygon,Polygon,disjoint,,FF2FF1212,127
census_550250017043,"POLYGON ((-89.3852 43.0755, -89.384 43.0762, -89.3821 43.0747, -89.384 43.0732, -89.3853 43.0739, -89.3871 43.0726, -89.3891 43.0741, -89.3909 43.0728, -89.3917 43.0735, -89.387 43.0769, -89.3852 43.0755))",parcel_70923132363,"POLYGON ((-89.3889 43.0686, -89.389 43.0685, -89.3891 43.0686, -89.3889 43.0686))",Polygon,Polygon,disjoint,,FF2FF1212,128
parcel_60802112346,"POLYGON ((-89.5114 43.0243, -89.511 43.0243, -89.5111 43.0239, -89.5114 43.0239, -89.5114 43.0243))",parcel_60802309068,"POLYGON ((-89.5156 43.0214, -89.5155 43.0211, -89.5157 43.021, -89.5158 43.0214, -89.5156 43.0214))",Polygon,Polygon,disjoint,,FF2FF1212,129
parcel_60811301039,"POLYGON ((-89.5138 43.0082, -89.5134 43.0082, -89.5134 43.0078, -89.5138 43.008, -89.5138 43.0082))",parcel_60811440085,"POLYGON ((-89.5096 43.0058, -89.5087 43.0062, -89.5084 43.006, -89.5087 43.0057, -89.5088 43.0052, -89.5093 43.0052, -89.5096 43.0058))",Polygon,Polygon,disjoint,,FF2FF1212,130
census_550250012004,"POLYGON ((-89.4009 43.0676, -89.4008 43.0621, -89.409 43.0623, -89.409 43.0678, -89.4009 43.0676))",census_550250016062,"POLYGON ((-89.3936 43.0709, -89.3909 43.0728, -89.3889 43.0714, -89.3938 43.0679, -89.396 43.0689, -89.3959 43.0709, -89.3936 43.0709))",Polygon,Polygon,disjoint,,FF2FF1212,131
parcel_60811117056,"POLYGON ((-89.5049 43.0127, -89.5048 43.0125, -89.506 43.0113, -89.5066 43.0122, -89.5049 43.0127))",parcel_60802410287,"POLYGON ((-89.5062 43.018, -89.5058 43.0181, -89.5057 43.0178, -89.5062 43.0179, -89.5062 43.018))",Polygon,Polygon,disjoint,,FF2FF1212,132
census_550250004101,"POLYGON ((-89.5031 43.0533, -89.511 43.0534, -89.5177 43.0552, -89.5208 43.0576, -89.5226 43.0605, -89.5028 43.0607, -89.5031 43.0533))",parcel_70823314178,"POLYGON ((-89.5131 43.066, -89.5125 43.0658, -89.5127 43.0653, -89.5133 43.0658, -89.5131 43.066))",Polygon,Polygon,disjoint,,FF2FF1212,133
parcel_60908125344,"POLYGON ((-89.4549 43.0133, -89.4545 43.0131, -89.4545 43.0129, -89.455 43.013, -89.4549 43.0133))",polygon_census_550250107021,"POLYGON ((-89.4593 43.0006, -89.4629 42.9795, -89.4297 42.9795, -89.4288 42.9868, -89.4119 42.9872, -89.4119 42.9723, -89.4169 42.9648, -89.4174 42.9504, -89.4372 42.9505, -89.43728 42.9477, -89.4373 42.947, -89.4387 42.9432, -89.4855 42.9434, -89.4855 42.9452, -89.4854 42.94855, -89.4853 42.9519, -89.4828 42.9552, -89.4809 42.9612, -89.4851 42.9632, -89.4843 43.0053, -89.4787 43.00859, -89.4763 43.01, -89.4726 43.0155, -89.4554 43.0154, -89.4593 43.0006))",Polygon,Polygon,disjoint,,FF2FF1212,134
polygon_parcel_70813110213,"POLYGON ((-89.4897 43.0835, -89.4895 43.0838, -89.48886 43.08356, -89.4887 43.0835, -89.4889 43.0833, -89.4897 43.0835))",polygon_parcel_70813203517,"POLYGON ((-89.4955 43.0861, -89.4952 43.0861, -89.49504 43.08586, -89.495 43.0858, -89.4955 43.0857, -89.4955 43.0861))",Polygon,Polygon,disjoint,,FF2FF1212,135
parcel_70923173268,"POLYGON ((-89.3874 43.0714, -89.3875 43.0715, -89.3873 43.0716, -89.3868 43.0713, -89.3877 43.0707, -89.388 43.071, -89.3874 43.0714))",census_550250016052,"POLYGON ((-89.3917 43.0665, -89.3869 43.0699, -89.3845 43.068, -89.3856 43.0665, -89.3877 43.0663, -89.3894 43.0639, -89.3913 43.0644, -89.3948 43.0672, -89.394 43.0678, -89.3917 43.0665))",Polygon,Polygon,disjoint,,FF2FF1212,136
parcel_60802304216,"POLYGON ((-89.5164 43.0206, -89.5162 43.0207, -89.5159 43.0204, -89.5161 43.0203, -89.5162 43.0205, -89.5164 43.0206))",parcel_60811101017,"POLYGON ((-89.5137 43.0157, -89.5134 43.0157, -89.5134 43.0153, -89.5137 43.0153, -89.5137 43.0157))",Polygon,Polygon,disjoint,,FF2FF1212,137
parcel_70907301075,"POLYGON ((-89.4807 43.0897, -89.4803 43.0891, -89.4809 43.089, -89.481 43.0896, -89.4807 43.0897))",parcel_70918203012,"POLYGON ((-89.475 43.0884, -89.4748 43.0883, -89.4755 43.0877, -89.4757 43.0878, -89.475 43.0884))",Polygon,Polygon,disjoint,,FF2FF1212,138
polygon_census_550250004021,"POLYGON ((-89.4735 43.0544, -89.4719 43.0583, -89.4721 43.0609, -89.4593 43.0609, -89.4561 43.0609, -89.4561 43.0536, -89.4735 43.0536, -89.4735 43.0544))",parcel_70929104142,"POLYGON ((-89.4531 43.0598, -89.4528 43.0599, -89.4528 43.0595, -89.4532 43.0596, -89.4531 43.0598))",Polygon,Polygon,disjoint,,FF2FF1212,139
parcel_70824106079,"POLYGON ((-89.4889 43.0698, -89.4887 43.0694, -89.489 43.0693, -89.4893 43.0695, -89.4889 43.0698))",parcel_70824411171,"POLYGON ((-89.4904 43.0638, -89.4904 43.0634, -89.4907 43.0634, -89.4907 43.0638, -89.4904 43.0638))",Polygon,Polygon,disjoint,,FF2FF1212,140
parcel_60811103196,"POLYGON ((-89.5126 43.0136, -89.5124 43.0136, -89.5124 43.0133, -89.5127 43.0133, -89.5126 43.0136))",parcel_60811401029,"POLYGON ((-89.5128 43.0086, -89.5125 43.0086, -89.5125 43.0083, -89.5128 43.0083, -89.5128 43.0086))",Polygon,Polygon,disjoint,,FF2FF1212,141
census_550250109053,"POLYGON ((-89.5522 43.0602, -89.5523 43.0457, -89.5718 43.0456, -89.5718 43.0461, -89.5717 43.0602, -89.5522 43.0602))",parcel_70828427174,"POLYGON ((-89.5487 43.0492, -89.5483 43.0492, -89.5483 43.0491, -89.5487 43.0491, -89.5487 43.0492))",Polygon,Polygon,disjoint,,FF2FF1212,142
parcel_70923173549,"POLYGON ((-89.3874 43.0714, -89.3875 43.0715, -89.3873 43.0716, -89.3868 43.0713, -89.3877 43.0707, -89.388 43.071, -89.3874 43.0714))",parcel_70923413987,"POLYGON ((-89.3914 43.0679, -89.391 43.0676, -89.3912 43.0675, -89.3908 43.0672, -89.3913 43.0669, -89.3921 43.0674, -89.3914 43.0679))",Polygon,Polygon,disjoint,,FF2FF1212,143
polygon_parcel_70824407229,"POLYGON ((-89.4829 43.0648, -89.4825 43.065, -89.48234 43.06484, -89.4823 43.0648, -89.4826 43.0646, -89.4829 43.0648))",parcel_70919305106,"POLYGON ((-89.4766 43.065, -89.4766 43.0646, -89.477 43.0646, -89.4771 43.065, -89.4766 43.065))",Polygon,Polygon,disjoint,,FF2FF1212,144
